Address,value
20615459826,4000000
20607455016,2500000
20601451423,1500000
20706466329,5000000
20729477114,3000000
20710469124,3000000
20728476729,5000000
20706466313,4000000
20707467114,3000000
20707467122,6000000
20707467126,5000000
20805480914,6000000
20820489322,4800000
20820489314,4500000
20823489717,1500000
20823489720,1500000
20823489726,5000000
20818488114,9000000
20808483320,3000000
20916496026,8000000
20916495226,1500000
20916495229,500000
20913494014,3500000
20905490826,2000000
20916495626,3000000
20917497614,1800000
20923500018,1500000
20916496426,4000000
21002505214,4000000
21011509620,7000000
21012510019,3000000
21022514429,5000000
21012510429,5000000
21017511626,3500000
21017511215,3000000
21005506426,3000000
21005506429,3000000
21006515626,2000000
21012510420,5000000
21012510423,5500000
21010509229,5000000
21101516129,2000000
21101516529,4500000
21105519320,8000000
21204530721,1500000
21308543715,2000000
21308543729,2000000
21305540926,1500000
21305540122,2000000
21305540514,2000000
21305540520,3000000
21308544114,3500000
21306541713,6000000
21306541717,3500000
21403547323,1500000
21404548529,3000000
21504557415,1500000
21503556214,6000000
21610572120,2000000
21602564920,25000000
21607570120,2000000
21701573220,3500000
21701574023,3700000
21701572829,2500000
21704578829,2000000
21701574423,7000000
21701574026,5000000
21701574420,6000000
21702575223,3000000
21701573226,4000000
21703576823,2500000
21703576826,2500000
21704578823,2000000
21810590722,1000000
21810590718,5000000
21809589917,4000000
21801583022,4000000
21807588723,10000000
21806587814,7000000
21809590315,12000000
21908598020,2000000
21904594814,5500000
22003603226,6500000
22007607626,5000000
22001600829,3000000
22003603629,7000000
22003602414,1200000
22004604821,4000000
22003602824,2500000
22007607215,2500000
22006606017,3000000
22105613923,500000
22105613929,3000000
22104613117,4600000
22111619223,3000000
22103611117,4000000
22103611126,1000000
22303633520,2500000
22309635120,6000000
22303632723,9500000
22309634718,4000000
22303632718,6500000
22303632726,5000000
22303632713,4500000
22301631414,10000000
22303633129,10000000
22319638820,4000000
22303632729,2000000
22306633922,2000000
22303633123,3000000
22321639217,3500000
22321639614,100000
22321639615,3500000
22312635914,2500000
22301631815,4000000
22301631817,8000000
22313636714,6000000
22313636715,6000000
22313636726,6000000
22310635520,7000000
22320632320,3500000
22321639626,4000000
22401640714,1500000
22406644715,3000000
22406645123,5000000
22501648323,1800000
22501651117,3000000
22501651514,100000
22501648716,2500000
22501652319,3000000
22602657829,3000000
22605662623,5000000
22601655817,6500000
22705668523,3500000
22705668514,2000000
22711674123,3000000
22705667614,5000000
22705667616,3000000
22706668914,3000000
22712674926,3000000
22706670123,5000000
22706670129,4000000
22708671326,3000000
22804681820,3000000
22806685029,500000
22801676626,1000000
22802679422,3000000
22905693920,1000000
22901688326,4000000
22907695929,1500000
23006708114,3000000
23006708526,14000000
23006709323,10000000
23006709314,8000000
23001700515,5000000
23001700524,10000000
23001700526,5000000
23006709729,3500000
23002703726,4300000
23003706917,4000000
23006708529,3000000
23003705313,6000000
23002702514,5000000
23003705320,6500000
23003705323,3500000
20006390114,5000000
20007392514,2000000
20006390517,4500000
20007392123,4000000
20001384914,15000000
20115405417,1000000
20108402220,5000000
20111403523,6000000
20216412213,4000000
20207409420,5000000
20225415823,3000000
20223415023,3000000
20225415826,5000000
20220413823,6000000
20204407816,5500000
20224415414,5000000
20224415420,7000000
20204407829,4000000
20221414217,6000000
20311421426,3600000
20303417814,4500000
20312421820,3000000
20319424226,5000000
20405432114,3500000
20401428917,3000000
20407433320,2000000
20403430919,1500000
20403430120,5000000
20405431721,6500000
20503442617,4500000
20514450820,2500000
20511448616,2500000
20503442614,4000000
20507445420,5000000
20501440224,3500000
20501440214,5000000
20514450823,2500000
20612458323,5500000
20602451920,1500000
20614459521,6000000
20614459526,6000000
20614459529,6000000
20625462723,2000000
20616460326,3000000
20720474415,2500000
20729477220,4000000
20710468813,2500000
20712471229,1500000
20704464826,4000000
20721474826,3500000
20806481829,4700000
20808483020,6000000
20806481424,4800000
20801477817,7000000
20801477826,1500000
20801477429,3500000
20810484213,3500000
20823489817,13000000
20823489814,4000000
20801477421,3000000
20818488217,6500000
20931501314,1100000
20932501723,5000000
20916495717,4000000
20916495729,2000000
20904490123,7000000
20920499323,2000000
20904490113,3500000
20916496126,10000000
20916496120,7000000
20916496123,6500000
20916495723,3000000
21008506922,4500000
21002504929,5000000
21104519020,2000000
21104519029,2000000
21209534123,2000000
21208533626,1500000
21205531223,1750000
21309544618,4500000
21306541420,1500000
21302536229,3500000
21304539414,5000000
21301535417,3000000
21306541821,1000000
21406550614,8500000
21406550617,3600000
21406551023,3000000
21405549820,1500000
21406551029,3000000
21505558714,3000000
21505558729,4000000
21505558726,4000000
21503556714,4000000
21503556329,2000000
21503555926,3000000
21507560323,5000000
21502554717,4000000
21503556326,2000000
21503556320,3000000
21508560717,1000000
21604567426,4000000
21605568620,3500000
21604567029,2000000
21701574123,10000000
21701573716,2500000
21701574116,8000000
21704578926,2500000
21706580126,4000000
21701573714,3000000
21701573729,8000000
21701574517,3000000
21701573720,15000000
21701574129,4000000
21807588823,9000000
21807588826,7000000
21809590014,4000000
21809590023,6000000
21810591215,3000000
21803585926,5000000
21809590420,2000000
21802584314,4000000
21901591715,5500000
22001600529,7000000
22003602926,6500000
22003603729,3500000
22003603317,1500000
22004604929,7000000
22007608129,1000000
22002601716,5000000
22001600916,8000000
22006606514,2000000
22003602526,4000000
22001601313,5500000
22001601321,8000000
22003602520,2500000
22111619317,4000000
22109618426,1000000
22104612415,4500000
22102610017,4500000
22105614829,4000000
22209628215,5000000
22309634829,7000000
22309635229,10000000
22309635214,5000000
22319638921,5000000
22317638129,2000000
22312636029,6000000
22301631517,3000000
22303633615,5000000
22303633621,5000000
22303633626,3000000
22303633629,3000000
22313637217,4800000
22313637224,5000000
22303633216,12000000
22320632413,5000000
22320632418,5000000
22303633229,8000000
22320632429,1000000
22301631520,3000000
22301631523,5000000
22301631526,8000000
22319638922,12000000
22302631929,3500000
22313636817,7000000
22313637229,5000000
22309634817,5000000
22406644820,4000000
22501652019,5000000
22604661914,3000000
22605662721,2500000
22601655126,5000000
